1,250202,86,Cowboy Bebop,Cowboy Bebop,Action,Adventure,Drama,Sci-Fi
5,47130,82,Cowboy Bebop: The Movie - Knockin' on Heaven's Door,Cowboy Bebop: Tengoku no Tobira,Action,Drama,Mystery,Sci-Fi
6,81804,79,Trigun,TRIGUN,Action,Adventure,Comedy,Drama,Sci-Fi
7,11867,68,Witch Hunter ROBIN,Witch Hunter ROBIN,Action,Drama,Mystery,Supernatural
8,1685,62,Beet the Vandel Buster,Bouken Ou Beet,Adventure,Fantasy,Supernatural
15,20302,75,Eyeshield 21,Eyeshield 21,Action,Comedy,Sports
16,36360,76,Honey and Clover,Hachimitsu to Clover,Comedy,Drama,Romance,Slice of Life
17,2834,70, ,Hungry Heart: Wild Striker,Comedy,Slice of Life,Sports
18,23154,79,Initial D 4th Stage,Initial D FOURTH STAGE,Action,Drama,Sports
19,135721,87,Monster,MONSTER,Drama,Horror,Mystery,Psychological,Thriller
20,380176,80,Naruto,NARUTO,Action,Comedy
21,318787,86,ONE PIECE,ONE PIECE,Action,Adventure,Comedy,Drama,Fantasy
22,20397,74,The Prince of Tennis,Tennis no Ouji-sama,Action,Comedy,Sports
23,847,53, ,Ring ni Kakero 1,Action,Sports
24,36423,76, ,School Rumble,Comedy,Romance,Slice of Life
25,16056,68,Desert Punk,Sunabouzu,Action,Adventure,Comedy,Ecchi,Sci-Fi
26,41154,76,Texhnolyze,TEXHNOLYZE,Action,Drama,Psychological,Sci-Fi
27,15423,67,Trinity Blood,Trinity Blood,Action,Drama,Horror,Sci-Fi,Supernatural
28,11923,75, ,Yakitate!! Japan,Comedy
29,3490,70, ,Zipang,Action,Sci-Fi
30,243668,83,Neon Genesis Evangelion,Shin Seiki Evangelion,Action,Drama,Mecha,Mystery,Psychological,Sci-Fi
31,34557,72,Neon Genesis Evangelion: Death & Rebirth,Shin Seiki Evangelion Gekijouban: Shi to Shinsei,Drama,Mecha,Psychological,Sci-Fi
32,125168,85,Neon Genesis Evangelion: The End of Evangelion,Shin Seiki Evangelion: THE END OF EVANGELION,Action,Drama,Mecha,Psychological,Sci-Fi
33,72695,83,Berserk,Kenpuu Denki Berserk,Action,Adventure,Drama,Fantasy,Horror,Supernatural
43,82885,80,Ghost in the Shell,Koukaku Kidoutai,Action,Psychological,Sci-Fi
44,28838,85,Samurai X: Trust and Betrayal,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Action,Drama,Romance
45,52143,79,Rurouni Kenshin,Rurouni Kenshin: Meiji Kenkaku Romantan,Action,Adventure,Comedy,Romance
46,5233,70,Samurai X: The Motion Picture,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Requiem,Drama
47,113720,79,Akira,AKIRA,Action,Adventure,Horror,Psychological,Sci-Fi,Supernatural
48,20550,65,.hack//Sign,.hack//SIGN,Adventure,Fantasy,Mystery,Sci-Fi
49,6186,68,Oh! My Goddess,Aa! Megami-sama!,Comedy,Drama,Romance,Supernatural
50,15025,69,Oh! My Goddess (TV),Aa! Megami-sama! (TV),Comedy,Romance,Supernatural
51,4112,55,Angel Sanctuary,Tenshi Kinryouku,Action,Drama,Ecchi,Romance,Supernatural
52,6382,68,Angelic Layer,Kidou Tenshi Angelic Layer,Comedy,Drama,Sci-Fi,Sports
53,10668,66,Ai Yori Aoshi,Ai Yori Aoshi,Comedy,Drama,Romance,Slice of Life
54,6707,65, ,Appleseed (Movie),Action,Drama,Mecha,Sci-Fi
55,1690,59, ,Arc the Lad,Action,Adventure,Fantasy,Horror,Sci-Fi
56,1968,52, ,Avenger,Adventure,Fantasy,Sci-Fi
57,44060,80,Beck: Mongolian Chop Squad,Beck: Mongolian Chop Squad,Comedy,Drama,Music,Slice of Life
58,8939,65,Blue Gender,BLUE GENDER,Adventure,Drama,Horror,Mecha,Psychological,Romance,Sci-Fi
59,49311,70,Chobits,Chobits,Comedy,Drama,Ecchi,Romance,Sci-Fi
60,20411,71,Chrono Crusade,Chrno Crusade,Action,Romance,Supernatural
61,14696,66,D.N.Angel,D.N.Angel,Action,Comedy,Fantasy,Romance
62,8843,62,D.C.~Da Capo~,D.C.: Da Capo,Drama,Romance
63,14111,59, ,DearS,Comedy,Ecchi,Romance,Sci-Fi
64,22393,70,Rozen Maiden,Rozen Maiden,Action,Comedy,Drama,Supernatural
65,10935,72,Rozen Maiden: Dreaming,Rozen Maiden: Träumend,Action,Comedy,Drama
66,42082,77,Azumanga Daioh,Azumanga Daioh,Comedy,Slice of Life
67,18552,71,Basilisk: The Kouga Ninja Scrolls,Basilisk: Kouga Ninpouchou,Action,Adventure,Fantasy,Romance
68,25856,69,Black Cat,Black Cat,Adventure,Comedy,Sci-Fi
69,1218,53, ,Cluster Edge,Action,Fantasy,Sci-Fi
71,53498,72,Full Metal Panic!,Full Metal Panic!,Action,Comedy,Mecha,Sci-Fi
72,28314,77,Full Metal Panic? Fumoffu,Full Metal Panic? Fumoffu,Action,Comedy,Romance
73,26186,77,Full Metal Panic! The Second Raid,Full Metal Panic! The Second Raid,Action,Mecha,Sci-Fi
74,10372,72, ,Gakuen Alice,Comedy,Drama,Fantasy,Supernatural
75,7432,68,Fafner,Soukyuu no Fafner,Drama,Mecha,Sci-Fi
76,16738,71,Magical Girl Lyrical Nanoha,Mahou Shoujo Lyrical Nanoha,Action,Comedy,Drama,Fantasy,Mahou Shoujo
