0,1,Cowboy Bebop,Cowboy Bebop,Action,Adventure,Drama,Sci-Fi
1,5,Cowboy Bebop: The Movie - Knockin' on Heaven's Door,Cowboy Bebop: Tengoku no Tobira,Action,Drama,Mystery,Sci-Fi
2,6,Trigun,TRIGUN,Action,Adventure,Comedy,Drama,Sci-Fi
3,7,Witch Hunter ROBIN,Witch Hunter ROBIN,Action,Drama,Mystery,Supernatural
4,8,Beet the Vandel Buster,Bouken Ou Beet,Adventure,Fantasy,Supernatural
5,15,Eyeshield 21,Eyeshield 21,Action,Comedy,Sports
6,16,Honey and Clover,Hachimitsu to Clover,Comedy,Drama,Romance,Slice of Life
7,17, ,Hungry Heart: Wild Striker,Comedy,Slice of Life,Sports
8,18,Initial D 4th Stage,Initial D FOURTH STAGE,Action,Drama,Sports
9,19,Monster,MONSTER,Drama,Horror,Mystery,Psychological,Thriller
10,20,Naruto,NARUTO,Action,Comedy
11,21,ONE PIECE,ONE PIECE,Action,Adventure,Comedy,Drama,Fantasy
12,22,The Prince of Tennis,Tennis no Ouji-sama,Action,Comedy,Sports
13,23, ,Ring ni Kakero 1,Action,Sports
14,24, ,School Rumble,Comedy,Romance,Slice of Life
15,25,Desert Punk,Sunabouzu,Action,Adventure,Comedy,Ecchi,Sci-Fi
16,26,Texhnolyze,TEXHNOLYZE,Action,Drama,Psychological,Sci-Fi
17,27,Trinity Blood,Trinity Blood,Action,Drama,Horror,Sci-Fi,Supernatural
18,28, ,Yakitate!! Japan,Comedy
19,29, ,Zipang,Action,Sci-Fi
20,30,Neon Genesis Evangelion,Shin Seiki Evangelion,Action,Drama,Mecha,Mystery,Psychological,Sci-Fi
21,31,Neon Genesis Evangelion: Death & Rebirth,Shin Seiki Evangelion Gekijouban: Shi to Shinsei,Drama,Mecha,Psychological,Sci-Fi
22,32,Neon Genesis Evangelion: The End of Evangelion,Shin Seiki Evangelion: THE END OF EVANGELION,Action,Drama,Mecha,Psychological,Sci-Fi
23,33,Berserk,Kenpuu Denki Berserk,Action,Adventure,Drama,Fantasy,Horror,Supernatural
24,43,Ghost in the Shell,Koukaku Kidoutai,Action,Psychological,Sci-Fi
25,44,Samurai X: Trust and Betrayal,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Action,Drama,Romance
26,45,Rurouni Kenshin,Rurouni Kenshin: Meiji Kenkaku Romantan,Action,Adventure,Comedy,Romance
27,46,Samurai X: The Motion Picture,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Requiem,Drama
28,47,Akira,AKIRA,Action,Adventure,Horror,Psychological,Sci-Fi,Supernatural
29,48,.hack//Sign,.hack//SIGN,Adventure,Fantasy,Mystery,Sci-Fi
30,49,Oh! My Goddess,Aa! Megami-sama!,Comedy,Drama,Romance,Supernatural
31,50,Oh! My Goddess (TV),Aa! Megami-sama! (TV),Comedy,Romance,Supernatural
32,51,Angel Sanctuary,Tenshi Kinryouku,Action,Drama,Ecchi,Romance,Supernatural
33,52,Angelic Layer,Kidou Tenshi Angelic Layer,Comedy,Drama,Sci-Fi,Sports
34,53,Ai Yori Aoshi,Ai Yori Aoshi,Comedy,Drama,Romance,Slice of Life
35,54, ,Appleseed (Movie),Action,Drama,Mecha,Sci-Fi
36,55, ,Arc the Lad,Action,Adventure,Fantasy,Horror,Sci-Fi
37,56, ,Avenger,Adventure,Fantasy,Sci-Fi
38,57,Beck: Mongolian Chop Squad,Beck: Mongolian Chop Squad,Comedy,Drama,Music,Slice of Life
39,58,Blue Gender,BLUE GENDER,Adventure,Drama,Horror,Mecha,Psychological,Romance,Sci-Fi
40,59,Chobits,Chobits,Comedy,Drama,Ecchi,Romance,Sci-Fi
41,60,Chrono Crusade,Chrno Crusade,Action,Romance,Supernatural
42,61,D.N.Angel,D.N.Angel,Action,Comedy,Fantasy,Romance
43,62,D.C.~Da Capo~,D.C.: Da Capo,Drama,Romance
44,63, ,DearS,Comedy,Ecchi,Romance,Sci-Fi
45,64,Rozen Maiden,Rozen Maiden,Action,Comedy,Drama,Supernatural
46,65,Rozen Maiden: Dreaming,Rozen Maiden: Träumend,Action,Comedy,Drama
47,66,Azumanga Daioh,Azumanga Daioh,Comedy,Slice of Life
48,67,Basilisk: The Kouga Ninja Scrolls,Basilisk: Kouga Ninpouchou,Action,Adventure,Fantasy,Romance
49,68,Black Cat,Black Cat,Adventure,Comedy,Sci-Fi
50,69, ,Cluster Edge,Action,Fantasy,Sci-Fi
51,71,Full Metal Panic!,Full Metal Panic!,Action,Comedy,Mecha,Sci-Fi
52,72,Full Metal Panic? Fumoffu,Full Metal Panic? Fumoffu,Action,Comedy,Romance
53,73,Full Metal Panic! The Second Raid,Full Metal Panic! The Second Raid,Action,Mecha,Sci-Fi
54,74, ,Gakuen Alice,Comedy,Drama,Fantasy,Supernatural
55,75,Fafner,Soukyuu no Fafner,Drama,Mecha,Sci-Fi
